FECHA,NO,NOX,NO2,CO,HORA,SO2,O3
11/10/2022,8.0,25.0,17.0,0.13,3.0,0.0,13.0
19/05/2022,1.0,16.0,14.0,0.15,18.0,3.0,82.0
05/10/2022,3.0,28.0,25.0,0.42,15.0,2.0,95.0
29/05/2022,2.0,13.0,11.0,0.1,18.0,9.0,76.0
02/09/2022,4.0,16.0,12.0,0.24,14.0,1.0,44.0
31/05/2022,2.0,22.0,19.0,0.28,16.0,4.0,90.0
04/03/2022,3.0,33.0,30.0,0.43,19.0,1.0,33.0
24/12/2022,38.0,71.0,33.0,0.9,6.0,4.0,1.0
27/02/2022,4.0,27.0,23.0,0.19,22.0,8.0,15.0
06/08/2022,12.0,34.0,22.0,0.31,10.0,8.0,26.0
21/05/2022,44.0,95.0,51.0,0.72,6.0,2.0,14.0
21/12/2022,24.0,70.0,46.0,0.87,12.0,2.0,29.0
27/01/2022,12.0,36.0,24.0,0.3,23.0,1.0,10.0
11/12/2022,11.4,37.6,26.2,0.32999999999999996,3.0,1.0,10.0
19/11/2022,12.0,65.0,53.0,0.69,12.0,4.0,51.0
18/07/2022,3.0,34.0,31.0,0.27,1.0,1.0,14.0
08/11/2022,7.0,30.0,23.0,0.11,4.0,3.0,7.0
27/11/2022,72.0,103.0,31.0,0.93,5.0,2.0,1.0
15/05/2022,1.0,10.0,9.0,0.09,14.0,8.0,68.0
04/05/2022,61.0,132.0,71.0,0.998,9.0,4.0,10.0
03/10/2022,16.0,41.0,25.0,0.32,7.0,6.0,4.0
22/10/2022,5.4,33.4,28.4,1.02,1.0,1.0,1.0
11/03/2022,2.0,10.0,9.0,0.19,18.0,1.0,38.0
01/10/2022,9.0,32.0,23.0,0.2,1.0,10.0,7.0
04/05/2022,145.0,195.0,50.0,0.76,7.0,3.0,1.0
22/11/2022,69.0,98.0,29.0,0.26,3.0,2.0,1.0
19/05/2022,4.0,24.0,20.0,0.25,13.0,3.0,73.0
20/10/2022,2.6,25.6,22.4,0.23,24.0,1.0,11.0
07/03/2022,5.0,23.0,18.0,0.2,12.0,2.0,49.0
05/12/2022,87.0,121.0,34.0,1.17,8.0,5.0,2.0
27/03/2022,1.0,24.0,22.0,0.27,21.0,1.0,34.0
10/02/2022,83.0,116.0,33.0,0.36,4.0,3.0,1.0
15/10/2022,37.8,70.0,32.2,1.01,8.0,3.0,2.0
06/09/2022,57.0,81.0,24.0,0.64,6.0,1.0,1.0
26/12/2022,5.0,28.0,23.0,0.3,23.0,2.0,21.0
02/06/2022,2.0,13.0,11.0,0.12,16.0,1.0,49.0
28/06/2022,19.0,38.0,18.0,0.19,6.0,1.0,3.0
27/03/2022,1.0,25.0,24.0,0.25,23.0,1.0,29.0
15/02/2022,4.0,33.0,29.0,0.51,14.0,4.0,67.0
07/04/2022,3.0,32.0,29.0,0.28,6.0,1.0,32.0
28/11/2022,37.0,95.0,58.0,1.03,21.0,2.0,3.0
14/06/2022,3.0,27.0,24.0,0.33,16.0,3.0,45.0
01/07/2022,4.0,40.0,35.0,0.62,13.0,7.0,90.0
04/06/2022,43.0,76.0,32.0,0.5,7.0,2.0,8.0
22/12/2022,95.0,135.0,40.0,0.7,5.0,1.0,1.0
03/01/2022,3.0,33.0,30.0,0.5,17.0,4.0,65.0
17/08/2022,15.0,43.0,29.0,0.3,3.0,1.0,7.0
04/03/2022,6.0,37.0,32.0,0.49,13.0,5.0,63.0
26/09/2022,6.0,22.0,16.0,0.13,21.0,1.0,9.0
28/09/2022,5.0,23.0,18.0,0.17,19.0,1.0,24.0
22/04/2022,35.0,76.0,41.0,0.8220000000000001,9.0,3.0,14.0
04/01/2022,7.0,51.0,44.0,0.48,23.0,10.0,22.0
09/05/2022,2.0,21.0,19.0,0.28,20.0,1.0,47.0
06/09/2022,40.0,82.0,42.0,0.97,11.0,2.0,14.0
09/11/2022,8.0,35.0,27.0,0.33,20.0,1.0,12.0
13/10/2022,98.4,135.8,37.2,1.2,7.0,3.0,1.0
05/05/2022,35.0,71.2,36.2,0.6600000000000001,10.0,3.0,19.0
24/02/2022,2.0,27.0,24.0,0.14,23.0,1.0,23.0
07/03/2022,0.0,18.0,18.0,0.24,17.0,7.0,79.0
21/02/2022,2.0,28.0,26.0,0.19,19.0,1.0,39.0
02/11/2022,2.0,19.0,17.0,0.11,21.0,2.0,23.0
04/06/2022,3.0,24.0,21.0,0.21,1.0,1.0,19.0
13/12/2022,2.0,17.0,16.0,0.08,23.0,1.0,31.0
04/07/2022,2.0,10.0,9.0,0.14,23.0,0.0,21.0
27/03/2022,1.0,14.0,13.0,0.23,14.0,2.0,86.0
19/03/2022,24.0,54.0,30.0,0.44,4.0,16.0,4.0
07/10/2022,5.0,27.0,22.0,0.35,14.0,2.0,73.0
04/02/2022,2.0,17.0,15.0,0.17,19.0,1.0,26.0
15/05/2022,2.0,10.0,7.0,0.07,17.0,1.0,61.0
04/03/2022,2.0,21.0,19.0,0.34,15.0,7.0,63.0
11/12/2022,5.0,26.0,21.0,0.23,13.0,2.0,55.0
31/05/2022,24.0,62.0,37.0,0.35,6.0,1.0,6.0
15/08/2022,12.0,38.0,26.0,0.44,21.0,0.0,4.0
19/03/2022,1.0,22.0,20.0,0.31,20.0,2.0,32.0
19/10/2022,45.2,84.0,38.6,0.42,8.0,3.0,6.0
03/01/2022,5.0,25.0,20.0,0.23,6.0,4.0,7.0
14/11/2022,4.0,36.0,32.0,0.26,18.0,2.0,35.0
13/08/2022,2.0,24.0,22.0,0.39,17.0,1.0,55.0
01/05/2022,1.0,13.0,12.0,0.26,17.0,2.0,76.0
17/09/2022,7.0,18.0,10.0,0.09,9.0,1.0,15.0
19/11/2022,16.0,47.0,32.0,0.36,19.0,1.0,8.0
01/09/2022,13.0,30.0,17.0,0.45,10.0,8.0,21.0
05/02/2022,23.0,60.0,37.0,0.74,19.0,3.0,14.0
18/10/2022,10.2,36.4,26.2,0.05,3.0,1.0,13.0
04/07/2022,9.0,29.0,20.0,0.38,11.0,1.0,27.0
16/05/2022,3.0,25.0,22.0,0.19,3.0,1.0,17.0
28/07/2022,9.0,42.0,33.0,0.53,23.0,1.0,10.0
26/11/2022,4.0,21.0,17.0,0.25,14.0,1.0,60.0
16/09/2022,3.0,11.0,8.0,0.13,15.0,1.0,36.0
08/04/2022,5.0,50.0,45.0,0.71,20.0,1.0,16.0
27/04/2022,4.0,31.0,26.0,0.392,20.0,1.0,24.0
11/11/2022,85.0,126.0,41.0,0.86,8.0,5.0,3.0
20/10/2022,3.4,24.8,21.4,0.55,18.0,1.0,26.0
21/12/2022,5.0,34.0,29.0,0.56,18.0,1.0,22.0
11/06/2022,62.0,85.0,23.0,0.63,4.0,1.0,1.0
15/05/2022,2.0,11.0,9.0,0.1,13.0,6.0,66.0
21/05/2022,3.0,18.0,15.0,0.07,12.0,2.0,82.0
09/10/2022,5.0,24.0,20.0,0.12,23.0,1.0,18.0
20/01/2022,1.0,25.0,24.0,0.24,19.0,2.0,43.0
01/08/2022,3.0,26.0,23.0,0.23,20.0,1.0,27.0
05/06/2022,5.0,23.0,18.0,0.27,10.0,12.0,46.0
03/04/2022,36.0,84.0,48.0,0.74,4.0,2.0,3.0
13/09/2022,7.0,28.0,20.0,0.15,24.0,1.0,12.0
28/06/2022,6.0,17.0,12.0,0.09,2.0,1.0,11.0
22/12/2022,2.8,25.2,22.2,0.298,14.0,2.0,72.0
28/10/2022,31.8,63.4,31.4,0.73,4.0,1.0,1.0
04/02/2022,19.0,43.0,25.0,0.25,1.0,1.0,5.0
25/06/2022,20.0,58.0,38.0,0.68,10.0,3.0,23.0
26/10/2022,16.4,43.4,26.8,0.14,1.0,1.0,12.0
28/07/2022,6.0,39.0,33.0,0.42,20.0,1.0,17.0
15/06/2022,35.0,59.0,24.0,0.44,7.0,1.0,1.0
21/09/2022,4.0,17.0,13.0,0.05,3.0,1.0,12.0
24/04/2022,1.0,14.0,13.0,0.356,14.0,2.0,105.0
13/04/2022,1.0,17.0,16.0,0.05,3.0,1.0,27.0
01/12/2022,22.0,43.0,21.0,0.46,10.0,2.0,12.0
20/03/2022,10.0,39.0,29.0,0.65,11.0,11.0,40.0
26/02/2022,4.0,30.0,26.0,0.28,13.0,7.0,67.0
06/11/2022,3.0,22.0,19.0,0.21,13.0,4.0,74.0
06/10/2022,8.0,30.0,22.0,0.22,21.0,1.0,8.0
10/06/2022,3.0,19.0,17.0,0.28,18.0,1.0,50.0
23/08/2022,4.0,13.0,9.0,0.16,14.0,1.0,45.0
31/12/2022,2.0,25.0,23.0,0.5,2.0,0.0,13.0
24/08/2022,45.0,74.0,29.0,0.53,5.0,2.0,5.0
13/10/2022,2.2,20.8,18.6,0.18,21.0,1.0,12.0
21/02/2022,18.0,55.0,38.0,0.2,4.0,1.0,8.0
10/12/2022,68.0,129.0,62.0,1.21,10.0,10.0,8.0
16/01/2022,15.0,53.0,37.0,0.56,21.0,2.0,8.0
30/10/2022,4.6,31.8,26.8,0.62,24.0,1.0,7.0
21/09/2022,3.0,19.0,17.0,0.26,15.0,1.0,87.0
25/02/2022,15.0,45.0,29.0,0.44,11.0,25.0,28.0
18/02/2022,1.0,32.0,32.0,0.46,18.0,2.0,99.0
06/10/2022,8.0,35.0,27.0,0.44,19.0,1.0,15.0
17/05/2022,3.0,31.0,28.0,0.24,20.0,2.0,44.0
24/04/2022,3.0,19.0,16.0,0.43200000000000005,12.0,2.0,84.0
20/02/2022,18.0,67.0,48.0,0.87,11.0,15.0,32.0
19/11/2022,3.0,27.0,24.0,0.32,14.0,2.0,80.0
08/10/2022,5.0,20.0,14.0,0.09,20.0,1.0,15.0
12/03/2022,1.0,17.0,17.0,0.44,16.0,2.0,89.0
26/01/2022,303.0,339.0,37.0,2.02,8.0,7.0,1.0
11/08/2022,4.0,19.0,14.0,0.16,24.0,1.0,14.0
04/03/2022,14.2,39.0,25.0,0.284,1.0,1.0,13.0
12/07/2022,4.0,22.0,18.0,0.06,23.0,1.0,23.0
19/10/2022,3.6,29.6,25.6,0.25,20.0,1.0,20.0
28/10/2022,3.8,24.2,20.2,0.68,14.0,2.0,125.0
22/04/2022,10.0,32.0,22.0,0.29800000000000004,2.0,1.0,17.0
06/08/2022,4.0,17.0,13.0,0.14,1.0,1.0,22.0
12/02/2022,2.0,13.0,11.0,0.11,15.0,1.0,40.0
19/04/2022,1.0,11.0,10.0,0.04,2.0,1.0,29.0
12/06/2022,12.0,36.0,23.0,0.21,5.0,1.0,7.0
11/04/2022,131.0,167.0,35.0,1.05,6.0,3.0,1.0
13/04/2022,1.0,15.0,14.0,0.14,21.0,1.0,35.0
26/07/2022,3.0,13.0,10.0,0.14,24.0,1.0,21.0
12/12/2022,262.0,302.0,40.0,2.03,8.0,7.0,1.0
13/04/2022,4.0,29.0,24.0,0.23,4.0,1.0,20.0
14/09/2022,4.0,21.0,17.0,0.24,17.0,1.0,48.0
07/12/2022,42.0,102.0,59.0,1.05,10.0,4.0,13.0
17/09/2022,3.0,17.0,15.0,0.19,15.0,1.0,58.0
19/12/2022,18.0,63.0,45.0,0.84,3.0,2.0,1.0
19/05/2022,21.0,59.0,38.0,0.73,8.0,6.0,14.0
02/02/2022,1.0,13.0,12.0,0.14,18.0,1.0,41.0
14/03/2022,5.0,59.0,53.0,0.8,19.0,2.0,24.0
18/12/2022,107.0,153.0,46.0,1.13,24.0,4.0,1.0
15/09/2022,6.0,21.0,15.0,0.12,1.0,1.0,16.0
06/04/2022,0.0,30.0,30.0,0.56,18.0,3.0,129.0
05/09/2022,59.0,81.0,22.0,0.83,7.0,1.0,1.0
13/03/2022,0.0,16.0,16.0,0.47,16.0,2.0,105.0
18/01/2022,1.0,27.0,26.0,0.21,18.0,1.0,39.0
28/05/2022,4.0,23.0,20.0,0.26,23.0,1.0,14.0
21/02/2022,9.0,49.0,40.0,0.39,24.0,1.0,6.0
18/08/2022,3.0,12.0,9.0,0.1,3.0,0.0,20.0
21/10/2022,56.6,93.0,36.4,0.53,5.0,1.0,3.0
17/12/2022,1.0,29.0,28.0,0.37,17.0,2.0,91.0
30/11/2022,5.0,31.0,25.0,0.26,19.0,1.0,17.0
20/09/2022,16.0,31.0,15.0,0.07,5.0,0.0,10.0
15/12/2022,170.0,216.0,45.0,1.62,8.0,4.0,1.0
25/02/2022,4.0,29.0,25.0,0.14,1.0,1.0,23.0
04/06/2022,2.0,18.0,16.0,0.18,4.0,1.0,24.0
30/04/2022,2.0,20.0,18.0,0.23,18.0,1.0,52.0
15/07/2022,7.0,30.0,22.0,0.23,22.0,1.0,14.0
21/10/2022,4.0,31.6,27.8,0.35,15.0,2.0,74.0
05/03/2022,7.0,43.0,36.0,0.58,12.0,2.0,57.0
23/04/2022,6.0,36.0,31.0,0.34,24.0,1.0,18.0
28/12/2022,161.0,210.0,50.0,1.7,9.0,6.0,3.0
29/07/2022,16.0,57.0,42.0,0.75,17.0,1.0,13.0
29/05/2022,1.0,14.0,13.0,0.2,24.0,1.0,40.0
22/02/2022,34.0,72.0,38.0,0.44,6.0,1.0,4.0
21/07/2022,6.0,23.0,17.0,0.03,3.0,0.0,21.0
24/08/2022,8.0,30.0,22.0,0.33,11.0,8.0,34.0
10/08/2022,1.0,19.0,18.0,0.26,17.0,1.0,79.0
12/11/2022,1.0,33.0,32.0,0.45,16.0,6.0,152.0
07/08/2022,2.0,22.0,20.0,0.29,21.0,0.0,25.0
20/05/2022,4.0,37.0,33.0,0.65,12.0,2.0,102.0
14/11/2022,223.0,271.0,48.0,1.53,7.0,5.0,2.0
19/12/2022,64.0,105.0,41.0,0.89,9.0,7.0,3.0
08/07/2022,5.0,36.0,30.0,0.47,22.0,1.0,16.0
09/12/2022,3.0,31.0,28.0,0.42,17.0,3.0,66.0
12/11/2022,3.0,27.0,25.0,0.25,13.0,11.0,96.0
24/08/2022,4.0,19.0,15.0,0.16,1.0,2.0,24.0
09/06/2022,11.4,37.6,26.2,0.32999999999999996,3.0,1.0,10.0
24/10/2022,3.0,22.6,19.6,0.24,18.0,1.0,45.0
29/11/2022,34.0,109.0,74.0,1.22,11.0,3.0,22.0
26/09/2022,9.0,28.0,19.0,0.18,19.0,1.0,13.0
14/06/2022,14.2,39.0,25.0,0.284,1.0,1.0,13.0
07/09/2022,61.0,89.0,28.0,0.4,4.0,1.0,1.0
24/06/2022,3.0,14.0,12.0,0.21,15.0,1.0,54.0
09/07/2022,4.0,17.0,13.0,0.19,13.0,7.0,59.0
04/12/2022,9.0,44.0,35.0,0.32,18.0,2.0,36.0
24/05/2022,3.0,23.0,20.0,0.26,13.0,2.0,80.0
31/03/2022,6.0,42.0,36.0,0.56,3.0,1.0,7.0
16/08/2022,35.0,62.0,27.0,0.61,2.0,1.0,1.0
05/12/2022,21.0,53.0,32.0,0.45,4.0,4.0,2.0
08/06/2022,4.0,31.6,27.8,0.35,15.0,2.0,74.0
07/07/2022,29.0,55.0,26.0,0.36,6.0,5.0,5.0
28/02/2022,2.0,15.0,13.0,0.08,16.0,1.0,65.0
03/08/2022,5.0,26.0,20.0,0.38,12.0,1.0,53.0
28/06/2022,25.0,47.0,22.0,0.37,7.0,1.0,1.0
20/10/2022,2.2,21.2,18.6,0.81,19.0,1.0,11.0
04/01/2022,38.0,72.0,34.0,0.57,5.0,5.0,2.0
10/09/2022,70.0,114.0,45.0,1.02,9.0,4.0,6.0
23/09/2022,6.0,21.0,16.0,0.16,19.0,1.0,24.0
05/07/2022,5.0,25.0,19.0,0.43,13.0,2.0,53.0
30/01/2022,24.0,59.0,36.0,0.77,4.0,4.0,2.0
18/04/2022,1.0,19.0,18.0,0.28,14.0,2.0,90.0
19/09/2022,9.0,30.0,21.0,0.24,22.0,1.0,5.0
09/12/2022,62.0,100.0,37.0,0.59,4.0,3.0,1.0
17/06/2022,21.0,44.0,23.0,0.35,9.0,3.0,15.0
22/09/2022,5.0,21.0,16.0,0.21,19.0,1.0,28.0
12/06/2022,37.0,58.0,21.0,0.39,7.0,1.0,3.0
10/12/2022,7.0,33.0,27.0,0.31,13.0,4.0,54.0
17/07/2022,49.0,71.0,22.0,0.57,6.0,1.0,1.0
16/05/2022,2.8,25.2,22.2,0.298,14.0,2.0,72.0
19/12/2022,124.0,172.0,48.0,1.46,1.0,4.0,1.0
22/10/2022,76.2,113.8,37.4,0.69,6.0,2.0,1.0
15/04/2022,0.0,15.0,15.0,0.22,19.0,5.0,61.0
27/03/2022,7.0,40.0,33.0,0.43,2.0,3.0,9.0
02/03/2022,4.0,29.0,26.0,0.18,14.0,3.0,76.0
05/08/2022,3.0,17.0,14.0,0.18,2.0,0.0,17.0
19/04/2022,7.0,32.0,25.0,0.3,5.0,7.0,10.0
08/06/2022,4.2,25.8,21.4,0.27599999999999997,20.0,1.0,24.0
07/01/2022,7.0,44.0,37.0,0.47,17.0,1.0,22.0
29/08/2022,30.0,55.0,24.0,0.35,5.0,1.0,4.0
25/10/2022,43.0,85.2,42.0,1.24,8.0,3.0,1.0
26/06/2022,3.0,20.0,16.0,0.12,24.0,1.0,35.0
24/07/2022,14.0,36.0,22.0,0.31,8.0,1.0,9.0
24/02/2022,60.0,98.0,38.0,0.36,3.0,4.0,2.0
08/11/2022,9.0,22.0,14.0,0.14,11.0,2.0,30.0
01/08/2022,13.0,34.0,22.0,0.39,9.0,2.0,23.0
08/02/2022,9.0,43.0,34.0,0.45,16.0,4.0,31.0
11/12/2022,93.0,126.0,33.0,0.8,7.0,3.0,1.0
02/09/2022,8.0,26.0,18.0,0.29,17.0,1.0,27.0
01/03/2022,11.0,52.0,41.0,0.43,20.0,3.0,15.0
26/04/2022,5.0,29.0,23.0,0.458,20.0,1.0,19.0
29/12/2022,9.0,29.0,20.0,0.3,23.0,1.0,14.0
27/12/2022,10.0,32.0,22.0,0.4,12.0,3.0,36.0
07/06/2022,3.0,25.0,23.0,0.1,2.0,1.0,24.0
15/11/2022,6.0,31.0,25.0,0.09,23.0,2.0,20.0
18/05/2022,2.0,14.0,12.0,0.12,17.0,4.0,74.0
02/04/2022,1.0,34.0,33.0,0.41,19.0,3.0,77.0
25/02/2022,19.0,48.0,28.0,0.4,10.0,23.0,19.0
17/07/2022,4.0,18.0,14.0,0.13,12.0,1.0,50.0
10/11/2022,133.0,160.0,27.0,0.83,6.0,3.0,1.0
28/08/2022,3.0,22.0,19.0,0.24,5.0,0.0,16.0
16/01/2022,25.0,67.0,42.0,0.7,11.0,17.0,20.0
15/11/2022,3.0,33.0,30.0,0.2,20.0,2.0,22.0
17/08/2022,6.0,35.0,29.0,0.32,22.0,1.0,8.0
21/03/2022,10.0,33.0,23.0,0.34,7.0,1.0,12.0
29/01/2022,1.0,27.0,26.0,0.58,16.0,2.0,96.0
08/08/2022,3.0,16.0,13.0,0.12,1.0,0.0,16.0
27/03/2022,1.0,14.0,13.0,0.21,15.0,2.0,90.0
31/08/2022,40.4,69.6,29.2,0.592,6.0,2.0,2.0
03/09/2022,19.0,41.0,22.0,0.29,9.0,2.0,7.0
25/08/2022,14.2,39.0,25.0,0.284,1.0,1.0,13.0
29/11/2022,47.0,113.0,66.0,1.31,21.0,3.0,3.0
08/02/2022,11.4,37.6,26.2,0.32999999999999996,3.0,1.0,10.0
19/02/2022,4.0,33.0,29.0,0.44,13.0,8.0,72.0
14/08/2022,2.0,16.0,14.0,0.23,17.0,1.0,45.0
06/04/2022,2.0,18.0,17.0,0.15,2.0,1.0,28.0
10/02/2022,32.0,63.0,31.0,0.64,10.0,2.0,14.0
06/12/2022,14.0,85.0,71.0,1.02,21.0,4.0,14.0
25/04/2022,3.0,27.0,23.0,0.6620000000000001,18.0,1.0,49.0
20/08/2022,2.0,22.0,20.0,0.22,22.0,1.0,26.0
25/12/2022,2.0,14.0,12.0,0.2,17.0,1.0,28.0
13/09/2022,4.0,15.0,12.0,0.14,2.0,12.0,21.0
02/06/2022,3.0,19.0,16.0,0.19,21.0,1.0,24.0
18/04/2022,1.0,13.0,12.0,0.16,17.0,1.0,75.0
09/01/2022,102.0,138.0,36.0,1.27,8.0,3.0,3.0
20/01/2022,1.0,21.0,20.0,0.21,18.0,2.0,55.0
30/12/2022,15.0,48.0,33.0,0.6,13.0,1.0,32.0
15/03/2022,81.0,150.0,69.0,1.58,9.0,4.0,7.0
25/02/2022,7.0,45.0,38.0,0.6,13.0,17.0,66.0
06/10/2022,18.0,43.0,25.0,0.45,11.0,6.0,10.0
16/12/2022,63.0,123.0,61.0,1.53,23.0,2.0,1.0
08/11/2022,4.0,15.0,12.0,0.04,15.0,1.0,52.0
04/05/2022,79.0,127.0,48.0,0.568,6.0,2.0,3.0
04/05/2022,51.0,103.0,51.0,0.96,8.0,3.0,6.0
27/04/2022,33.0,67.0,35.0,0.352,24.0,1.0,3.0
30/09/2022,13.0,34.0,21.0,0.2,24.0,12.0,9.0
09/01/2022,3.0,27.0,24.0,0.27,19.0,3.0,31.0
30/07/2022,6.0,32.0,26.0,0.32,13.0,4.0,59.0
09/03/2022,4.0,22.2,18.4,0.33999999999999997,19.0,1.0,31.0
16/04/2022,17.0,62.0,44.0,0.65,9.0,3.0,22.0
05/02/2022,6.0,43.0,37.0,0.55,21.0,2.0,15.0
03/06/2022,11.0,31.0,20.0,0.13,4.0,1.0,13.0
28/02/2022,4.0,27.0,23.0,0.18,19.0,1.0,30.0
16/09/2022,5.0,17.0,12.0,0.11,24.0,1.0,12.0
30/09/2022,31.0,64.0,33.0,0.63,10.0,3.0,9.0
27/03/2022,94.0,133.0,39.0,1.09,7.0,3.0,1.0
21/06/2022,6.0,29.0,23.0,0.27,22.0,1.0,10.0
01/04/2022,58.0,112.0,55.0,1.19,9.0,5.0,8.0
09/10/2022,6.0,25.0,19.0,0.11,22.0,1.0,20.0
09/04/2022,1.0,29.0,28.0,0.44,16.0,3.0,80.0
13/02/2022,1.0,10.0,9.0,0.07,3.0,1.0,27.0
09/08/2022,17.0,36.0,18.0,0.2,6.0,1.0,6.0
15/12/2022,57.0,105.0,48.0,0.86,4.0,2.0,1.0
26/09/2022,6.0,22.0,16.0,0.05,23.0,1.0,11.0
08/03/2022,4.0,26.0,23.0,0.2,4.0,3.0,7.0
01/06/2022,4.0,21.0,17.0,0.23,20.0,1.0,23.0
07/04/2022,2.0,27.0,24.0,0.25,22.0,1.0,23.0
03/09/2022,4.0,15.0,12.0,0.14,21.0,1.0,14.0
25/03/2022,2.0,30.0,28.0,0.31,19.0,4.0,50.0
25/08/2022,19.0,47.0,28.0,0.33,7.0,2.0,8.0
06/07/2022,53.0,81.0,27.0,0.75,7.0,4.0,2.0
12/05/2022,8.0,31.0,23.0,0.1,3.0,2.0,16.0
12/10/2022,14.2,39.0,25.0,0.284,1.0,1.0,13.0
04/05/2022,1.0,17.0,16.0,0.336,15.0,2.0,132.0
11/06/2022,2.0,27.0,25.0,0.37,20.0,1.0,35.0
21/12/2022,4.0,23.0,19.0,0.47,17.0,1.0,26.0
17/06/2022,4.0,22.0,18.0,0.26,19.0,1.0,28.0
18/11/2022,16.0,43.0,27.0,0.14,4.0,3.0,3.0
12/03/2022,3.0,25.0,23.0,0.46,13.0,3.0,75.0
03/08/2022,2.0,31.0,30.0,0.51,18.0,2.0,104.0
25/10/2022,33.4,71.6,38.4,1.01,9.0,3.0,5.0
18/09/2022,8.0,17.0,9.0,0.12,12.0,2.0,23.0
05/08/2022,6.0,26.0,20.0,0.29,4.0,0.0,16.0
13/09/2022,4.0,20.0,17.0,0.24,17.0,1.0,46.0
20/07/2022,4.0,36.0,32.0,0.3,23.0,1.0,13.0
04/06/2022,4.0,27.0,23.0,0.27,23.0,1.0,21.0
30/12/2022,75.0,142.0,68.0,1.6,11.0,3.0,8.0
09/04/2022,14.2,39.0,25.0,0.284,1.0,1.0,13.0
22/06/2022,15.0,43.0,28.0,0.33,7.0,1.0,3.0
29/07/2022,2.0,22.0,20.0,0.32,1.0,1.0,30.0
17/06/2022,24.0,46.0,22.0,0.25,6.0,1.0,5.0
10/09/2022,13.0,49.0,36.0,0.52,11.0,2.0,44.0
15/10/2022,15.0,49.8,34.8,0.6,11.0,3.0,29.0
